Methods,Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,ARLIDX,USP,TASRID,TAR,loss,specificity,sensitivity,accuracy,geometric_mean
Unlu_CS=T,systematic,0.950000,50,1.580000,23.620000,0.000000,0.253609,0.802948,0.149681,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,systematic,0.950000,80,1.580000,7.913333,0.000000,0.008264,0.474298,0.001025,0.998947,1.000000,0.999000,0.999474
Unlu_CS=T,systematic,0.950000,80,1.580000,33.206667,0.000000,0.029587,0.703747,0.249492,1.000000,0.540000,0.977000,0.734847
mixed_CS=T,systematic,0.950000,30,1.655000,5.826667,0.000000,0.287741,0.943829,0.002578,0.997895,0.980000,0.997000,0.988907
Unlu_CS=T,systematic,0.950000,30,1.655000,13.176667,0.000000,0.474132,0.888099,0.134721,1.000000,0.520000,0.976000,0.721110
mixed_CS=T,systematic,0.950000,50,1.655000,6.240000,0.000000,0.072948,0.920854,0.009673,0.993684,0.980000,0.993000,0.986818
Unlu_CS=T,systematic,0.950000,50,1.655000,25.033333,0.000000,0.151295,0.788375,0.182763,1.000000,0.480000,0.974000,0.692820
mixed_CS=T,systematic,0.950000,80,1.655000,8.520000,0.000000,0.008264,0.468871,0.000004,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,systematic,0.950000,80,1.655000,32.540000,0.000000,0.051185,0.695317,0.163434,1.000000,0.580000,0.979000,0.761577
mixed_CS=T,systematic,0.950000,30,1.730000,4.770000,0.000000,0.009201,0.493609,0.015679,0.993684,0.980000,0.993000,0.986818
Unlu_CS=T,systematic,0.950000,30,1.730000,13.356667,0.000000,0.535950,0.892948,0.104964,1.000000,0.640000,0.982000,0.800000
mixed_CS=T,systematic,0.950000,50,1.730000,7.116667,0.000000,0.009890,0.878595,0.001043,0.998947,1.000000,0.999000,0.999474
Unlu_CS=T,systematic,0.950000,50,1.730000,26.653333,0.000000,0.165234,0.776143,0.187840,1.000000,0.540000,0.977000,0.734847
mixed_CS=T,systematic,0.950000,80,1.730000,10.200000,0.000000,0.008264,0.461047,0.003518,1.000000,0.980000,0.999000,0.989950
Unlu_CS=T,systematic,0.950000,80,1.730000,58.550000,0.000000,0.211295,0.513196,0.271543,1.000000,0.380000,0.969000,0.616441
mixed_CS=T,systematic,0.950000,30,1.805000,3.786667,0.000000,0.040441,0.959835,0.014056,0.985263,0.980000,0.985000,0.982628
Unlu_CS=T,systematic,0.950000,30,1.805000,13.190000,0.000000,0.427025,0.892259,0.119537,1.000000,0.660000,0.983000,0.812404
mixed_CS=T,systematic,0.950000,50,1.805000,5.650000,0.000000,0.053526,0.810992,0.001787,1.000000,0.980000,0.999000,0.989950
Unlu_CS=T,systematic,0.950000,50,1.805000,31.600000,0.000000,0.293554,0.739669,0.342289,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,systematic,0.950000,80,1.805000,10.706667,0.000000,0.008264,0.459669,0.000003,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,systematic,0.950000,80,1.805000,20.100000,0.000000,0.175262,0.821102,0.155727,1.000000,0.760000,0.988000,0.871780
mixed_CS=T,systematic,0.900000,30,0.005000,2.956667,0.000000,0.028953,0.441322,0.178636,0.575556,0.460000,0.564000,0.514544
Unlu_CS=T,systematic,0.900000,30,0.005000,3.630000,0.000000,0.063857,0.522948,0.689387,0.463333,0.460000,0.463000,0.461664
mixed_CS=T,systematic,0.900000,50,0.005000,2.163333,0.000000,0.021928,0.530165,0.175607,0.477778,0.570000,0.487000,0.521856
Unlu_CS=T,systematic,0.900000,50,0.005000,8.776667,0.000000,0.107383,0.510826,0.678180,0.503333,0.560000,0.509000,0.530911
mixed_CS=T,systematic,0.900000,80,0.005000,3.410000,0.000000,0.058981,0.538595,0.173950,0.457778,0.600000,0.472000,0.524087
Unlu_CS=T,systematic,0.900000,80,0.005000,13.846667,0.000000,0.102865,0.370165,0.672702,0.622222,0.410000,0.601000,0.505085
mixed_CS=T,systematic,0.900000,30,0.080000,4.213333,0.000000,0.040358,0.448017,0.181594,0.563333,0.400000,0.547000,0.474693
Unlu_CS=T,systematic,0.900000,30,0.080000,13.352349,0.006667,0.071267,0.285455,0.680647,0.722222,0.280000,0.678000,0.449691
mixed_CS=T,systematic,0.900000,50,0.080000,1.700000,0.000000,0.010854,0.498099,0.181527,0.496667,0.570000,0.504000,0.532071
Unlu_CS=T,systematic,0.900000,50,0.080000,5.256667,0.000000,0.051185,0.414408,0.677206,0.587778,0.420000,0.571000,0.496857
mixed_CS=T,systematic,0.900000,80,0.080000,3.106667,0.000000,0.009642,0.338898,0.156661,0.666667,0.380000,0.638000,0.503322
Unlu_CS=T,systematic,0.900000,80,0.080000,9.053333,0.000000,0.118264,0.449587,0.686336,0.535556,0.440000,0.526000,0.485432
mixed_CS=T,systematic,0.900000,30,0.155000,3.103333,0.000000,0.011295,0.397328,0.168839,0.595556,0.550000,0.591000,0.572325
Unlu_CS=T,systematic,0.900000,30,0.155000,6.256667,0.000000,0.019807,0.272865,0.650304,0.715556,0.310000,0.675000,0.470980
mixed_CS=T,systematic,0.900000,50,0.155000,3.403333,0.000000,0.009945,0.344656,0.160348,0.647778,0.430000,0.626000,0.527773
Unlu_CS=T,systematic,0.900000,50,0.155000,13.715719,0.003333,0.045096,0.260496,0.622888,0.738889,0.210000,0.686000,0.393912
mixed_CS=T,systematic,0.900000,80,0.155000,3.106667,0.000000,0.009008,0.400579,0.160358,0.598889,0.710000,0.610000,0.652082
Unlu_CS=T,systematic,0.900000,80,0.155000,13.883333,0.000000,0.069862,0.330138,0.680372,0.674444,0.320000,0.639000,0.464567
mixed_CS=T,systematic,0.900000,30,0.230000,2.286667,0.000000,0.008567,0.410606,0.162805,0.630000,0.690000,0.636000,0.659318
Unlu_CS=T,systematic,0.900000,30,0.230000,30.922807,0.050000,0.024022,0.124325,0.602325,0.873333,0.140000,0.800000,0.349667
mixed_CS=T,systematic,0.900000,50,0.230000,3.393333,0.000000,0.008760,0.408430,0.160506,0.656667,0.680000,0.659000,0.668231
Unlu_CS=T,systematic,0.900000,50,0.230000,12.790000,0.000000,0.030083,0.241846,0.615173,0.790000,0.250000,0.736000,0.444410
mixed_CS=T,systematic,0.900000,80,0.230000,5.940000,0.000000,0.008264,0.388264,0.141222,0.746667,0.720000,0.744000,0.733212
Unlu_CS=T,systematic,0.900000,80,0.230000,29.713287,0.046667,0.029725,0.153829,0.551265,0.892222,0.150000,0.818000,0.365832
mixed_CS=T,systematic,0.900000,30,0.305000,3.680000,0.000000,0.008733,0.377576,0.138321,0.722222,0.700000,0.720000,0.711024
Unlu_CS=T,systematic,0.900000,30,0.305000,29.748276,0.033333,0.030331,0.148760,0.580644,0.910000,0.070000,0.826000,0.252389
mixed_CS=T,systematic,0.900000,50,0.305000,5.046667,0.000000,0.008347,0.401598,0.134829,0.748889,0.740000,0.748000,0.744431
Unlu_CS=T,systematic,0.900000,50,0.305000,36.526882,0.070000,0.037080,0.170275,0.553205,0.913333,0.140000,0.836000,0.357585
mixed_CS=T,systematic,0.900000,80,0.305000,6.870000,0.000000,0.008264,0.415923,0.114433,0.786667,0.790000,0.787000,0.788332
Unlu_CS=T,systematic,0.900000,80,0.305000,56.639098,0.556667,0.031240,0.067383,0.501470,0.978889,0.060000,0.887000,0.242350
mixed_CS=T,systematic,0.900000,30,0.380000,4.096667,0.000000,0.009229,0.409587,0.151573,0.750000,0.660000,0.741000,0.703562
Unlu_CS=T,systematic,0.900000,30,0.380000,23.813559,0.016667,0.057686,0.285592,0.496137,0.926667,0.170000,0.851000,0.396905
mixed_CS=T,systematic,0.900000,50,0.380000,8.480000,0.000000,0.008264,0.416694,0.117425,0.783333,0.770000,0.782000,0.776638
Unlu_CS=T,systematic,0.900000,50,0.380000,42.424460,0.073333,0.053554,0.244490,0.452530,0.922222,0.120000,0.842000,0.332666
mixed_CS=T,systematic,0.900000,80,0.380000,12.866667,0.000000,0.008264,0.398237,0.091865,0.876667,0.840000,0.873000,0.858137
Unlu_CS=T,systematic,0.900000,80,0.380000,43.996610,0.016667,0.033829,0.459118,0.249049,0.968889,0.480000,0.920000,0.681958
mixed_CS=T,systematic,0.900000,30,0.455000,5.693333,0.000000,0.008292,0.396667,0.110908,0.823333,0.700000,0.811000,0.759166
Unlu_CS=T,systematic,0.900000,30,0.455000,24.240678,0.016667,0.067493,0.344160,0.444342,0.915556,0.280000,0.852000,0.506316
mixed_CS=T,systematic,0.900000,50,0.455000,6.956667,0.000000,0.008264,0.427713,0.105010,0.828889,0.840000,0.830000,0.834426
Unlu_CS=T,systematic,0.900000,50,0.455000,27.446667,0.000000,0.008430,0.488678,0.232025,0.968889,0.550000,0.927000,0.729992
mixed_CS=T,systematic,0.900000,80,0.455000,12.633333,0.000000,0.008264,0.428843,0.078451,0.873333,0.810000,0.867000,0.841071
Unlu_CS=T,systematic,0.900000,80,0.455000,56.345833,0.200000,0.041212,0.224711,0.303309,0.983333,0.110000,0.896000,0.328887
mixed_CS=T,systematic,0.900000,30,0.530000,4.043333,0.000000,0.008292,0.443030,0.119026,0.751111,0.830000,0.759000,0.789571
Unlu_CS=T,systematic,0.900000,30,0.530000,26.749164,0.003333,0.078953,0.385647,0.419906,0.928889,0.260000,0.862000,0.491438
mixed_CS=T,systematic,0.900000,50,0.530000,7.700000,0.000000,0.008264,0.447300,0.080262,0.878889,0.810000,0.872000,0.843742
Unlu_CS=T,systematic,0.900000,50,0.530000,33.914676,0.023333,0.067713,0.395482,0.324283,0.967778,0.250000,0.896000,0.491878
mixed_CS=T,systematic,0.900000,80,0.530000,13.616667,0.000000,0.008264,0.432672,0.055580,0.920000,0.890000,0.917000,0.904876
Unlu_CS=T,systematic,0.900000,80,0.530000,51.180000,0.000000,0.132645,0.532948,0.244818,0.995556,0.450000,0.941000,0.669328
mixed_CS=T,systematic,0.900000,30,0.605000,5.333333,0.000000,0.009642,0.561212,0.098247,0.843333,0.740000,0.833000,0.789979
Unlu_CS=T,systematic,0.900000,30,0.605000,22.916667,0.000000,0.077383,0.459477,0.314524,0.958889,0.290000,0.892000,0.527331
mixed_CS=T,systematic,0.900000,50,0.605000,6.920000,0.000000,0.008264,0.460964,0.080379,0.852222,0.890000,0.856000,0.870906
Unlu_CS=T,systematic,0.900000,50,0.605000,26.483333,0.000000,0.370992,0.726694,0.179911,0.987778,0.560000,0.945000,0.743744
mixed_CS=T,systematic,0.900000,80,0.605000,11.166667,0.000000,0.008264,0.450606,0.048934,0.925556,0.900000,0.923000,0.912688
Unlu_CS=T,systematic,0.900000,80,0.605000,35.823333,0.000000,0.070799,0.647686,0.223939,0.993333,0.440000,0.938000,0.661110
mixed_CS=T,systematic,0.900000,30,0.680000,5.593333,0.000000,0.008264,0.455923,0.087002,0.885556,0.910000,0.888000,0.897695
Unlu_CS=T,systematic,0.900000,30,0.680000,25.676667,0.000000,0.061129,0.417410,0.326052,0.978889,0.170000,0.898000,0.407935
mixed_CS=T,systematic,0.900000,50,0.680000,7.886667,0.000000,0.008264,0.456997,0.047250,0.926667,0.950000,0.929000,0.938261
Unlu_CS=T,systematic,0.900000,50,0.680000,28.923333,0.000000,0.274077,0.722590,0.198771,0.995556,0.560000,0.952000,0.746667
mixed_CS=T,systematic,0.900000,80,0.680000,9.990000,0.000000,0.008264,0.455647,0.039839,0.938889,0.960000,0.941000,0.949386
Unlu_CS=T,systematic,0.900000,80,0.680000,36.066667,0.000000,0.024793,0.644353,0.335121,0.988889,0.440000,0.934000,0.659630
mixed_CS=T,systematic,0.900000,30,0.755000,5.333333,0.000000,0.008292,0.462507,0.095991,0.855556,0.920000,0.862000,0.887193
Unlu_CS=T,systematic,0.900000,30,0.755000,19.506667,0.000000,0.370744,0.765675,0.211142,0.997778,0.430000,0.941000,0.655015
mixed_CS=T,systematic,0.900000,50,0.755000,9.093333,0.000000,0.008264,0.455895,0.031692,0.965556,0.910000,0.960000,0.937366
Unlu_CS=T,systematic,0.900000,50,0.755000,26.186667,0.000000,0.336694,0.772149,0.199684,0.995556,0.560000,0.952000,0.746667
mixed_CS=T,systematic,0.900000,80,0.755000,12.300000,0.000000,0.008264,0.447025,0.022769,0.975556,0.910000,0.969000,0.942208
Unlu_CS=T,systematic,0.900000,80,0.755000,30.790000,0.000000,0.154628,0.712314,0.209097,0.997778,0.600000,0.958000,0.773736
mixed_CS=T,systematic,0.900000,30,0.830000,4.863333,0.000000,0.008264,0.477190,0.073133,0.886667,0.900000,0.888000,0.893308
Unlu_CS=T,systematic,0.900000,30,0.830000,17.203333,0.000000,0.459917,0.828733,0.210623,0.985556,0.510000,0.938000,0.708966
mixed_CS=T,systematic,0.900000,50,0.830000,8.270000,0.000000,0.008264,0.464711,0.038330,0.944444,0.910000,0.941000,0.927062
Unlu_CS=T,systematic,0.900000,50,0.830000,28.670000,0.000000,0.085317,0.742645,0.255319,0.994444,0.420000,0.937000,0.646271
mixed_CS=T,systematic,0.900000,80,0.830000,10.033333,0.000000,0.008264,0.457713,0.020385,0.972222,0.960000,0.971000,0.966092
Unlu_CS=T,systematic,0.900000,80,0.830000,38.290000,0.000000,0.032975,0.587190,0.208329,0.996667,0.440000,0.941000,0.662219
mixed_CS=T,systematic,0.900000,30,0.905000,5.386667,0.000000,0.008292,0.475124,0.054748,0.922222,0.950000,0.925000,0.936008
Unlu_CS=T,systematic,0.900000,30,0.905000,15.210000,0.000000,0.068017,0.803884,0.154612,0.992222,0.650000,0.958000,0.803084
mixed_CS=T,systematic,0.900000,50,0.905000,7.346667,0.000000,0.008264,0.469256,0.025233,0.974444,0.920000,0.969000,0.946831
Unlu_CS=T,systematic,0.900000,50,0.905000,21.843333,0.000000,0.254380,0.799752,0.162281,0.996667,0.620000,0.959000,0.786087
mixed_CS=T,systematic,0.900000,80,0.905000,10.336667,0.000000,0.008264,0.458347,0.009548,0.984444,0.970000,0.983000,0.977196
Unlu_CS=T,systematic,0.900000,80,0.905000,29.416667,0.000000,0.080248,0.718320,0.228667,0.998889,0.610000,0.960000,0.780591
mixed_CS=T,systematic,0.900000,30,0.980000,5.700000,0.000000,0.008264,0.473499,0.040853,0.954444,0.880000,0.947000,0.916467
Unlu_CS=T,systematic,0.900000,30,0.980000,14.126667,0.000000,0.313416,0.867576,0.175654,0.997778,0.630000,0.961000,0.792843
mixed_CS=T,systematic,0.900000,50,0.980000,7.526667,0.000000,0.008264,0.470441,0.018715,0.977778,0.970000,0.977000,0.973881
Unlu_CS=T,systematic,0.900000,50,0.980000,19.556667,0.000000,0.120716,0.803719,0.152363,0.998889,0.630000,0.962000,0.793284
mixed_CS=T,systematic,0.900000,80,0.980000,9.856667,0.000000,0.008264,0.461405,0.006395,0.992222,0.990000,0.992000,0.991111
Unlu_CS=T,systematic,0.900000,80,0.980000,30.276667,0.000000,0.054022,0.692094,0.174238,1.000000,0.580000,0.958000,0.761577
mixed_CS=T,systematic,0.900000,30,1.055000,5.426667,0.000000,0.008264,0.480138,0.053774,0.927778,0.890000,0.924000,0.908693
Unlu_CS=T,systematic,0.900000,30,1.055000,13.323333,0.000000,0.211350,0.844435,0.186258,0.991111,0.560000,0.948000,0.744998
mixed_CS=T,systematic,0.900000,50,1.055000,5.686667,0.000000,0.008264,0.475950,0.020058,0.964444,0.980000,0.966000,0.972191
Unlu_CS=T,systematic,0.900000,50,1.055000,19.326667,0.000000,0.125317,0.818209,0.149100,0.998889,0.610000,0.960000,0.780591
mixed_CS=T,systematic,0.900000,80,1.055000,10.360000,0.000000,0.008264,0.460441,0.007709,0.994444,0.970000,0.992000,0.982146
Unlu_CS=T,systematic,0.900000,80,1.055000,34.850000,0.000000,0.029421,0.656970,0.207264,1.000000,0.450000,0.945000,0.670820
mixed_CS=T,systematic,0.900000,30,1.130000,4.973333,0.000000,0.008264,0.479366,0.036757,0.934444,0.940000,0.935000,0.937218
Unlu_CS=T,systematic,0.900000,30,1.130000,12.833333,0.000000,0.305234,0.871405,0.156013,0.997778,0.600000,0.958000,0.773736
mixed_CS=T,systematic,0.900000,50,1.130000,5.990000,0.000000,0.008264,0.477135,0.024522,0.956667,0.990000,0.960000,0.973191
Unlu_CS=T,systematic,0.900000,50,1.130000,20.963333,0.000000,0.075537,0.796309,0.221666,1.000000,0.520000,0.952000,0.721110
mixed_CS=T,systematic,0.900000,80,1.130000,10.513333,0.000000,0.008264,0.459146,0.002081,0.998889,1.000000,0.999000,0.999444
Unlu_CS=T,systematic,0.900000,80,1.130000,27.296667,0.000000,0.056997,0.721543,0.143244,1.000000,0.640000,0.964000,0.800000
mixed_CS=T,systematic,0.900000,30,1.205000,4.713333,0.000000,0.008264,0.560413,0.034638,0.951111,0.950000,0.951000,0.950555
Unlu_CS=T,systematic,0.900000,30,1.205000,17.010000,0.000000,0.555758,0.859697,0.268242,0.997778,0.510000,0.949000,0.713349
mixed_CS=T,systematic,0.900000,50,1.205000,7.200000,0.000000,0.008264,0.472893,0.017146,0.987778,0.980000,0.987000,0.983881
Unlu_CS=T,systematic,0.900000,50,1.205000,20.203333,0.000000,0.150523,0.808402,0.199508,0.998889,0.570000,0.956000,0.754564
mixed_CS=T,systematic,0.900000,80,1.205000,9.426667,0.000000,0.008264,0.464573,0.001909,1.000000,0.990000,0.999000,0.994987
Unlu_CS=T,systematic,0.900000,80,1.205000,30.940000,0.000000,0.025179,0.691736,0.241371,1.000000,0.510000,0.951000,0.714143
mixed_CS=T,systematic,0.900000,30,1.280000,4.686667,0.000000,0.008264,0.483278,0.034243,0.955556,0.930000,0.953000,0.942691
Unlu_CS=T,systematic,0.900000,30,1.280000,11.376667,0.000000,0.263306,0.883306,0.186266,0.996667,0.570000,0.954000,0.753724
mixed_CS=T,systematic,0.900000,50,1.280000,7.733333,0.000000,0.008264,0.470496,0.008378,0.997778,0.960000,0.994000,0.978707
Unlu_CS=T,systematic,0.900000,50,1.280000,17.000000,0.000000,0.132452,0.836226,0.180185,0.997778,0.550000,0.953000,0.740795
mixed_CS=T,systematic,0.900000,80,1.280000,8.346667,0.000000,0.008264,0.469394,0.005066,0.995556,1.000000,0.996000,0.997775
Unlu_CS=T,systematic,0.900000,80,1.280000,26.483333,0.000000,0.025399,0.734904,0.210710,1.000000,0.600000,0.960000,0.774597
mixed_CS=T,systematic,0.900000,30,1.355000,4.526667,0.000000,0.008264,0.485399,0.021399,0.964444,0.970000,0.965000,0.967218
Unlu_CS=T,systematic,0.900000,30,1.355000,10.793333,0.000000,0.233609,0.887961,0.164268,0.998889,0.620000,0.961000,0.786963
mixed_CS=T,systematic,0.900000,50,1.355000,6.506667,0.000000,0.008264,0.476529,0.003675,0.996667,0.980000,0.995000,0.988298
Unlu_CS=T,systematic,0.900000,50,1.355000,17.796667,0.000000,0.111460,0.832700,0.186021,0.997778,0.570000,0.955000,0.754144
mixed_CS=T,systematic,0.900000,80,1.355000,9.380000,0.000000,0.008264,0.464986,0.000781,0.998889,1.000000,0.999000,0.999444
Unlu_CS=T,systematic,0.900000,80,1.355000,25.626667,0.000000,0.027658,0.749559,0.222580,1.000000,0.610000,0.961000,0.781025
mixed_CS=T,systematic,0.900000,30,1.430000,5.073333,0.000000,0.008264,0.482645,0.011235,0.988889,0.960000,0.986000,0.974337
Unlu_CS=T,systematic,0.900000,30,1.430000,12.893333,0.000000,0.157383,0.873085,0.200257,1.000000,0.560000,0.956000,0.748331
mixed_CS=T,systematic,0.900000,50,1.430000,7.496667,0.000000,0.008292,0.472479,0.004767,0.998889,0.990000,0.998000,0.994435
Unlu_CS=T,systematic,0.900000,50,1.430000,20.216667,0.000000,0.099697,0.812452,0.216746,1.000000,0.560000,0.956000,0.748331
mixed_CS=T,systematic,0.900000,80,1.430000,10.173333,0.000000,0.008264,0.461956,0.000133,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,systematic,0.900000,80,1.430000,22.000000,0.000000,0.037493,0.780220,0.190185,1.000000,0.730000,0.973000,0.854400
mixed_CS=T,systematic,0.900000,30,1.505000,4.353333,0.000000,0.008264,0.485840,0.019493,0.977778,0.990000,0.979000,0.983870
Unlu_CS=T,systematic,0.900000,30,1.505000,10.633333,0.000000,0.258595,0.899972,0.127703,0.996667,0.670000,0.964000,0.817170
mixed_CS=T,systematic,0.900000,50,1.505000,6.230000,0.000000,0.008760,0.539146,0.006554,0.995556,0.990000,0.995000,0.992774
Unlu_CS=T,systematic,0.900000,50,1.505000,18.440000,0.000000,0.073113,0.830413,0.225712,1.000000,0.600000,0.960000,0.774597
mixed_CS=T,systematic,0.900000,80,1.505000,8.033333,0.000000,0.008264,0.470882,0.001602,1.000000,0.990000,0.999000,0.994987
Unlu_CS=T,systematic,0.900000,80,1.505000,29.416667,0.000000,0.016639,0.721129,0.340854,1.000000,0.600000,0.960000,0.774597
mixed_CS=T,upshift,0.950000,30,0.005000,4.436667,0.000000,0.034518,0.438981,0.166203,0.571579,0.420000,0.564000,0.489962
Unlu_CS=T,upshift,0.950000,30,0.005000,24.618243,0.013333,0.069449,0.229449,0.643850,0.762105,0.280000,0.738000,0.461941
mixed_CS=T,upshift,0.950000,50,0.005000,2.856667,0.000000,0.040496,0.532011,0.175109,0.493684,0.680000,0.503000,0.579401
Unlu_CS=T,upshift,0.950000,50,0.005000,15.343333,0.000000,0.042562,0.207713,0.659843,0.773684,0.260000,0.748000,0.448506
mixed_CS=T,upshift,0.950000,80,0.005000,3.930000,0.000000,0.046474,0.552617,0.172085,0.440000,0.560000,0.446000,0.496387
Unlu_CS=T,upshift,0.950000,80,0.005000,5.843333,0.000000,0.072948,0.421956,0.660012,0.536842,0.560000,0.538000,0.548299
mixed_CS=T,upshift,0.950000,30,0.080000,5.686667,0.000000,0.040028,0.433416,0.146995,0.626316,0.380000,0.614000,0.487852
Unlu_CS=T,upshift,0.950000,30,0.080000,10.473333,0.000000,0.171791,0.578623,0.661825,0.546316,0.660000,0.552000,0.600474
mixed_CS=T,upshift,0.950000,50,0.080000,18.602007,0.003333,0.154766,0.420854,0.152102,0.716842,0.380000,0.700000,0.521920
Unlu_CS=T,upshift,0.950000,50,0.080000,14.469595,0.013333,0.212039,0.577796,0.637648,0.576842,0.580000,0.577000,0.578419
mixed_CS=T,upshift,0.950000,80,0.080000,15.090000,0.000000,0.100579,0.510331,0.164446,0.621053,0.540000,0.617000,0.579110
Unlu_CS=T,upshift,0.950000,80,0.080000,25.642361,0.040000,0.122810,0.435840,0.598306,0.697895,0.480000,0.687000,0.578783
mixed_CS=T,upshift,0.950000,30,0.155000,7.526667,0.000000,0.084270,0.609587,0.160994,0.611579,0.620000,0.612000,0.615775
Unlu_CS=T,upshift,0.950000,30,0.155000,12.023411,0.003333,0.146143,0.620661,0.562435,0.671579,0.520000,0.664000,0.590949
mixed_CS=T,upshift,0.950000,50,0.155000,5.656667,0.000000,0.057879,0.627135,0.164509,0.595789,0.520000,0.592000,0.556606
Unlu_CS=T,upshift,0.950000,50,0.155000,19.677852,0.006667,0.233939,0.619421,0.556934,0.709474,0.600000,0.704000,0.652445
mixed_CS=T,upshift,0.950000,80,0.155000,8.376667,0.000000,0.173857,0.702865,0.180860,0.613684,0.680000,0.617000,0.645992
Unlu_CS=T,upshift,0.950000,80,0.155000,31.367491,0.056667,0.303196,0.518623,0.420544,0.818947,0.540000,0.805000,0.665005
mixed_CS=T,upshift,0.950000,30,0.230000,6.120000,0.000000,0.103554,0.612452,0.139311,0.698947,0.560000,0.692000,0.625628
Unlu_CS=T,upshift,0.950000,30,0.230000,13.603333,0.000000,0.226253,0.665179,0.547371,0.737895,0.480000,0.725000,0.595138
mixed_CS=T,upshift,0.950000,50,0.230000,11.043333,0.000000,0.169807,0.654573,0.136487,0.758947,0.620000,0.752000,0.685965
Unlu_CS=T,upshift,0.950000,50,0.230000,24.483333,0.000000,0.243526,0.603306,0.383963,0.840000,0.460000,0.821000,0.621611
mixed_CS=T,upshift,0.950000,80,0.230000,10.756667,0.000000,0.199890,0.730992,0.131798,0.737895,0.760000,0.739000,0.748866
Unlu_CS=T,upshift,0.950000,80,0.230000,37.752542,0.016667,0.249201,0.537713,0.310623,0.904211,0.480000,0.883000,0.658803
mixed_CS=T,upshift,0.950000,30,0.305000,6.713333,0.000000,0.146667,0.724876,0.156606,0.658947,0.660000,0.659000,0.659473
Unlu_CS=T,upshift,0.950000,30,0.305000,15.503333,0.000000,0.232204,0.672176,0.425093,0.808421,0.520000,0.794000,0.648366
mixed_CS=T,upshift,0.950000,50,0.305000,9.946667,0.000000,0.263664,0.789504,0.131632,0.785263,0.680000,0.780000,0.730739
Unlu_CS=T,upshift,0.950000,50,0.305000,21.540000,0.000000,0.376584,0.725372,0.343983,0.850526,0.620000,0.839000,0.726172
mixed_CS=T,upshift,0.950000,80,0.305000,15.586667,0.000000,0.440220,0.800771,0.131393,0.772632,0.840000,0.776000,0.805612
Unlu_CS=T,upshift,0.950000,80,0.305000,41.882550,0.006667,0.363554,0.577796,0.220948,0.930526,0.480000,0.908000,0.668321
mixed_CS=T,upshift,0.950000,30,0.380000,8.266667,0.000000,0.218430,0.809339,0.123539,0.774737,0.700000,0.771000,0.736421
Unlu_CS=T,upshift,0.950000,30,0.380000,13.806667,0.000000,0.303388,0.769780,0.301257,0.870526,0.600000,0.857000,0.722714
mixed_CS=T,upshift,0.950000,50,0.380000,7.883333,0.000000,0.299917,0.870909,0.124607,0.753684,0.720000,0.752000,0.736650
Unlu_CS=T,upshift,0.950000,50,0.380000,25.350000,0.000000,0.416198,0.697686,0.252392,0.918947,0.400000,0.893000,0.606283
mixed_CS=T,upshift,0.950000,80,0.380000,13.306667,0.000000,0.402342,0.819917,0.088954,0.848421,0.680000,0.840000,0.759557
Unlu_CS=T,upshift,0.950000,80,0.380000,43.622896,0.010000,0.266584,0.583361,0.181269,0.976842,0.400000,0.948000,0.625089
mixed_CS=T,upshift,0.950000,30,0.455000,9.013333,0.000000,0.311653,0.781047,0.106211,0.833684,0.700000,0.827000,0.763923
Unlu_CS=T,upshift,0.950000,30,0.455000,15.870000,0.000000,0.393499,0.775647,0.296253,0.910526,0.540000,0.892000,0.701202
mixed_CS=T,upshift,0.950000,50,0.455000,8.903333,0.000000,0.259614,0.832452,0.089325,0.854737,0.720000,0.848000,0.784481
Unlu_CS=T,upshift,0.950000,50,0.455000,25.003333,0.000000,0.461956,0.741488,0.211791,0.958947,0.480000,0.935000,0.678450
mixed_CS=T,upshift,0.950000,80,0.455000,11.040000,0.000000,0.623526,0.895179,0.105454,0.804211,0.980000,0.813000,0.887765
Unlu_CS=T,upshift,0.950000,80,0.455000,42.660000,0.000000,0.381736,0.616198,0.113299,0.986316,0.540000,0.964000,0.729802
mixed_CS=T,upshift,0.950000,30,0.530000,4.970000,0.000000,0.541846,0.924270,0.113751,0.745263,0.900000,0.753000,0.818985
Unlu_CS=T,upshift,0.950000,30,0.530000,11.950000,0.000000,0.474463,0.841129,0.226917,0.914737,0.660000,0.902000,0.776998
mixed_CS=T,upshift,0.950000,50,0.530000,13.766667,0.000000,0.551405,0.851570,0.061529,0.935789,0.780000,0.928000,0.854351
Unlu_CS=T,upshift,0.950000,50,0.530000,24.570000,0.000000,0.560634,0.773636,0.125140,0.980000,0.580000,0.960000,0.753923
mixed_CS=T,upshift,0.950000,80,0.530000,14.160000,0.000000,0.656694,0.860579,0.057194,0.935789,0.840000,0.931000,0.886602
Unlu_CS=T,upshift,0.950000,80,0.530000,46.886667,0.000000,0.464601,0.605399,0.140861,0.992632,0.420000,0.964000,0.645682
mixed_CS=T,upshift,0.950000,30,0.605000,6.386667,0.000000,0.533526,0.911074,0.114537,0.838947,0.800000,0.837000,0.819242
Unlu_CS=T,upshift,0.950000,30,0.605000,14.903333,0.000000,0.449256,0.815482,0.158876,0.962105,0.600000,0.944000,0.759778
